Episode,Character,Type of appearance
26,Midnight,Direct
26,Present Mic,Flashback
26,Crimson Riot,Fantasy
26,Inko Midoriya,Flashback
26,Ingenium,Flashback
26,Cementoss,Direct
26,All Might,Direct
26,Thirteen,Fantasy
26,Mt. Lady,Mentioned
26,Gunhead,Fantasy
26,Nana Shimura,Mentioned
26,Gran Torino,Direct
26,Snipe,Direct
26,Hound Dog,Direct
26,Manual,Mentioned
26,Stain,Fantasy
27,Gran Torino,Direct
27,Izuku Midoriya,Direct
27,All Might,Flashback
27,Inko Midoriya,Mentioned
27,Tenya Ida,Direct
27,Shoto Todoroki,Direct
27,Denki Kaminari,Flashback
27,Mei Hatsume,Flashback
27,Manual,Direct
27,Stain,Direct
27,Tensei Ida,Flashback
27,Kurogiri,Direct
27,Tomura Shigaraki,Direct
27,Sensei,Voice
27,Sludge Villain,Flashback
27,Katsuki Bakugo,Direct
27,Best Jeanist,Direct
27,Ochaco Uraraka,Direct
27,Eijiro Kirishima,Direct
27,Tetsutetsu Tetsutetsu,Direct
27,Fourth Kind,Direct
27,Gunhead,Direct
27,Uwabami,Direct
27,Itsuka Kendo,Direct
27,Momo Yaoyorozu,Direct
27,Death Arms,Direct
27,Kyoka Jiro,Direct
27,Mt. Lady,Direct
27,Minoru Mineta,Direct
27,Tsuyu Asui,Direct
27,Sirius,Direct
27,Mick,Direct
27,Endeavor,Direct
27,Shota Aizawa,Mentioned
27,Nana Shimura,Mentioned
28,Izuku Midoriya,Direct
28,Gran Torino,Direct
28,Ochaco Uraraka,Direct
28,Gunhead,Direct
28,Fourth Kind,Direct
28,Eijiro Kirishima,Direct
28,Tetsutetsu Tetsutetsu,Direct
28,Best Jeanist,Direct
28,Katsuki Bakugo,Direct
28,Uwabami,Direct
28,Itsuka Kendo,Direct
28,Momo Yaoyorozu,Direct
28,Naomasa Tsukauchi,Direct
28,All Might,Direct
28,Nomu,U.S.J.
28,All For One,Mentioned
28,Stain,Direct
28,Tomura Shigaraki,Direct
28,Kurogiri,Direct
28,Manual,Direct
28,Tenya Ida,Direct
28,Ingenium,Flashback
28,Nomu,Hosu
28,Native,Direct
29,Izuku Midoriya,Direct
29,Nomu (U.S.J.) (Flashback),Direct
29,Eraser Head,Flashback
29,Nomu,Hosu
29,Gran Torino,Direct
29,Endeavor,Direct
29,All Might,Flashback
29,Katsuki Bakugo,Flashback
29,Shoto Todoroki,Direct
29,Eijiro Kirishima,Flashback
29,Tomura Shigaraki,Direct
29,Tenya Ida,Direct
29,The Fly,Direct
29,Manual,Direct
29,Kurogiri,Direct
29,Sensei,Voice
29,Stain,Direct
29,Ingenium,Flashback
29,Native,Direct
29,Tenya's father,Flashback
29,Present Mic,Voice commentary
29,Ochaco Uraraka,Flashback
29,Mezo Shoji,Flashback
29,Denki Kaminari,Flashback
29,Mina Ashido,Flashback
29,Tsuyu Asui,Flashback
29,Rei Todoroki,Flashback
30,Tenya Ida,Direct
30,Izuku Midoriya,Direct
30,Ingenium,Flashback
30,Shoto Todoroki,Direct
30,Stain,Direct
30,Native,Direct
30,Nomu,Direct
30,Gran Torino,Direct
30,Endeavor,Direct
30,Onima,Flashback
30,Manual,Direct
30,All Might,Mentioned
30,Tomura Shigaraki,Direct
30,Kurogiri,Direct
31,Kurogiri,Direct
31,Tomura Shigaraki,Direct
31,Nomu,Hosu
31,Onima,Direct
31,Kido,Direct
31,Manual,Direct
31,Shoto Todoroki,Direct
31,Izuku Midoriya,Direct
31,Tenya Ida,Direct
31,Gran Torino,Direct
31,Kenji Tsuragamae,Direct
31,Native,Mentioned
31,Stain,Screen
31,Endeavor,Pictured
31,Daikaku Miyagi,Direct
31,Nomu (U.S.J.) (Screen),Direct
31,Dabi,Direct
31,Gigantomachia,Direct
31,Himiko Toga,Direct
31,Best Jeanist,Direct
31,Katsuki Bakugo,Direct
31,Eijiro Kirishima,Direct
31,Tetsutetsu Tetsutetsu,Direct
31,Fourth Kind,Direct
31,Itsuka Kendo,Direct
31,Momo Yaoyorozu,Direct
31,Uwabami,Direct
31,Ochaco Uraraka,Direct
31,Gunhead,Direct
31,All Might,Direct
31,Present Mic,Direct
31,Eraser Head,Direct
31,Cementoss,Direct
31,Nana Shimura,Mentioned
31,Naomasa Tsukauchi,Mentioned
31,All For One,Mentioned
31,Giran,Direct
31,Mustard,Direct
31,Spinner,Direct
32,Izuku Midoriya,Direct
32,Stain,Mentioned
32,Daikaku Miyagi,Screen
32,Endeavor,Screen
32,Kenji Tsuragamae,Mentioned
32,Tenya's mother,Flashback
32,Tenya Ida,Flashback
32,Shoto Todoroki,Flashback
32,Best Jeanist,Direct
32,Katsuki Bakugo,Direct
32,Sludge Villain,Mentioned
32,Gunhead,Direct
32,Ochaco Uraraka,Direct
32,Uwabami,Direct
32,Momo Yaoyorozu,Direct
32,Itsuka Kendo,Direct
32,Fourth Kind,Direct
32,Eijiro Kirishima,Direct
32,Tetsutetsu Tetsutetsu,Direct
32,Death Arms,Direct
32,Kyoka Jiro,Direct
32,Tsuyu Asui,Direct
32,Sirius,Direct
32,Selkie,Direct
32,Mick,Direct
32,Present Mic,Voice commentary
32,Innsmouth,Direct
33,Gran Torino,Direct
33,Izuku Midoriya,Direct
33,All Might,Direct
33,Nana Shimura,Mentioned
33,Hanta Sero,Direct
33,Eijiro Kirishima,Direct
33,Katsuki Bakugo,Direct
33,Mina Ashido,Direct
33,Yuga Aoyama,Direct
33,Kyoka Jiro,Direct
33,Fumikage Tokoyami,Direct
33,Koji Koda,Direct
33,Tsuyu Asui,Direct
33,Ochaco Uraraka,Direct
33,Gunhead,Mentioned
33,Denki Kaminari,Direct
33,Minoru Mineta,Direct
33,Mt. Lady,Mentioned
33,Tenya Ida,Direct
33,Shoto Todoroki,Direct
33,Momo Yaoyorozu,Direct
33,Rikido Sato,Direct
33,Toru Hagakure,Direct
33,Mashirao Ojiro,Direct
33,Mezo Shoji,Direct
33,Endeavor,Mentioned
33,Kenji Tsuragamae,Flashback
33,Stain,Flashback
33,All For One,Direct
33,Nomu,Fantasy
33,The first user of One For All,Flashback
33,Eraser Head,Direct
33,Tomura Shigaraki,Screen
33,Doctor,Direct
34,Mt. Lady,Direct
34,Midnight,Direct
34,Minoru Mineta,Direct
34,Eraser Head,Direct
34,Katsuki Bakugo,Direct
34,Izuku Midoriya,Direct
34,Tenya Ida,Direct
34,Ochaco Uraraka,Direct
34,Denki Kaminari,Direct
34,Mina Ashido,Direct
34,Fumikage Tokoyami,Direct
34,Koji Koda,Direct
34,Rikido Sato,Direct
34,Shoto Todoroki,Direct
34,Momo Yaoyorozu,Direct
34,Kyoka Jiro,Direct
34,Hanta Sero,Direct
34,Mashirao Ojiro,Direct
34,Eijiro Kirishima,Direct
34,Mezo Shoji,Direct
34,Yuga Aoyama,Direct
34,Tsuyu Asui,Direct
34,Toru Hagakure,Direct
34,Neito Monoma,Direct
34,Stain,Mentioned
34,Itsuka Kendo,Direct
34,All Might,Direct
34,All For One,Mentioned
34,Thirteen,Direct
34,Present Mic,Direct
34,Snipe,Direct
34,Cementoss,Direct
34,Power Loader,Direct
34,Ectoplasm,Direct
34,Nezu,Direct
34,Native,Flashback
34,Mei Hatsume,Fantasy
34,Recovery Girl,Direct
35,Tsuyu Asui,Direct
35,Fumikage Tokoyami,Direct
35,Ectoplasm,Direct
35,Izuku Midoriya,Direct
35,Ochaco Uraraka,Direct
35,Recovery Girl,Direct
35,Present Mic,Voice commentary
35,Minoru Mineta,Flashback
35,Nezu,painted image
35,Momo Yaoyorozu,Direct
35,Mashirao Ojiro,Direct
35,Tenya Ida,Direct
35,Power Loader,Direct
35,Shoto Todoroki,Direct
35,Eraser Head,Direct
35,Denki Kaminari,Flashback
35,Mei Hatsume,Flashback
35,Stain,Mentioned
35,Hanta Sero,Flashback
35,Nomu,Flashback
35,Yuga Aoyama,Direct
35,Thirteen,Direct
36,Ochaco Uraraka,Direct
36,Yuga Aoyama,Direct
36,Thirteen,Direct
36,Gunhead,Flashback
36,Izuku Midoriya,Direct
36,Tsuyu Asui,Direct
36,Tenya Ida,Direct
36,Momo Yaoyorozu,Direct
36,Recovery Girl,Direct
36,Mina Ashido,Direct
36,Denki Kaminari,Direct
36,Nezu,Direct
36,Kyoka Jiro,Direct
36,Koji Koda,Direct
36,Present Mic,Direct
36,Mezo Shoji,Direct
36,Toru Hagakure,Direct
36,Snipe,Direct
36,Minoru Mineta,Direct
36,Cementoss,Mentioned
36,Midnight,Direct
36,Hanta Sero,Direct
36,Katsuki Bakugo,Direct
36,Eraser Head,Flashback
36,All Might,Direct
37,Katsuki Bakugo,Direct
37,Izuku Midoriya,Direct
37,Mashirao Ojiro,Flashback
37,Denki Kaminari,Direct
37,Mina Ashido,Direct
37,Hanta Sero,Flashback
37,Mezo Shoji,Flashback
37,Toru Hagakure,Flashback
37,Minoru Mineta,Flashback
37,Recovery Girl,Direct
37,Tsuyu Asui,Direct
37,Ochaco Uraraka,Direct
37,Tenya Ida,Direct
37,Momo Yaoyorozu,Direct
37,All Might,Direct
37,Hero Killer: Stain,Flashback
37,Tsubasa,Flashback
37,Nezu,painted image
37,Nomu,Flashback
37,Sludge Villain,Flashback
37,Shoto Todoroki,Direct
37,Eijiro Kirishima,Direct
37,Rikido Sato,Direct
37,Tomura Shigaraki,Direct
37,Kurogiri,Direct
37,Giran,Direct
37,Dabi,Direct
37,Himiko Toga,Direct
42,Kota Izumi,Direct
42,Water Hose,Flashback
42,Mandalay,Direct
42,Muscular,Direct
42,Tenya Ida,Direct
42,Minoru Mineta,Direct
42,Koji Koda,Direct
42,Pixie-Bob,Direct
42,Spinner,Direct
42,Magne,Direct
42,Izuku Midoriya,Direct
42,Tiger,Direct
42,Denki Kaminari,Direct
42,Mina Ashido,Direct
42,Hanta Sero,Direct
42,Eijiro Kirishima,Direct
42,Rikido Sato,Direct
42,Eraser Head,Direct
42,Neito Monoma,Direct
42,Vlad King,Direct
42,Dabi,Clone
42,Mashirao Ojiro,Direct
42,Stain,Mentioned
42,Itsuka Kendo,Direct
42,Yui Kodai,Direct
42,Juzo Honenuki,Direct
42,Ibara Shiozaki,Direct
42,Tetsutetsu Tetsutetsu,Direct
42,Momo Yaoyorozu,Flashback
42,Yosetsu Awase,Flashback
42,Katsuki Bakugo,Direct
42,Shoto Todoroki,Direct
42,Nomu,Flashback
42,Tomura Shigaraki,Flashback
42,Kosei Tsuburaba,Direct
42,Ragdoll,Flashback
42,Moonfish,Direct
42,Fumikage Tokoyami,Mentioned
42,Mezo Shoji,Mentioned
42,All Might,Voice
42,Inko Midoriya,Mentioned
43,Kurogiri,Direct
43,Tomura Shigaraki,Direct
43,Spinner,Direct
43,Muscular,Direct
43,Dabi,Direct
43,Moonfish,Direct
43,Himiko Toga,Direct
43,Mustard,Direct
43,Magne,Direct
43,Katsuki Bakugo,Direct
43,Kota Izumi,Direct
43,Izuku Midoriya,Direct
43,Ochaco Uraraka,Direct
43,Shoto Todoroki,Direct
43,Tenya Ida,Direct
43,Vlad King,Direct
43,Neito Monoma,Direct
43,Eijiro Kirishima,Direct
43,Eraser Head,Direct
43,Minoru Mineta,Direct
43,Koji Koda,Direct
43,Mashirao Ojiro,Direct
43,Twice,Direct
43,Kenji Tsuragamae,Flashback
43,Gran Torino,Flashback
43,Manual,Flashback
43,Pixie-Bob,Direct
43,Tiger,Direct
43,Mandalay,Direct
43,Fumikage Tokoyami,Direct
43,Momo Yaoyorozu,Direct
43,Yosetsu Awase,Direct
43,Nomu,Chainsaw
43,Tsuyu Asui,Direct
43,Tetsutetsu Tetsutetsu,Direct
43,Itsuka Kendo,Direct
43,Kosei Tsuburaba,Direct
43,Stain,Mentioned
43,Mina Ashido,Direct
43,Rikido Sato,Direct
43,Hanta Sero,Direct
43,Ibara Shiozaki,Mentioned
43,Mezo Shoji,Direct
43,Kojiro Bondo,Flashback
43,Yui Kodai,Flashback
43,Manga Fukidashi,Flashback
44,Fumikage Tokoyami,Direct
44,Mezo Shoji,Direct
44,Izuku Midoriya,Direct
44,Moonfish,Direct
44,Shoto Todoroki,Direct
44,Kosei Tsuburaba,Direct
44,Katsuki Bakugo,Direct
44,Vlad King,Mentioned
44,Eraser Head,Mentioned
44,All Might,Mentioned
44,Ochaco Uraraka,Direct
44,Tsuyu Asui,Direct
44,Himiko Toga,Direct
44,Gunhead,Flashback
44,Stain,Pictured
44,Mr. Compress,Direct
44,Magne,Direct
44,Spinner,Direct
44,Mustard,Direct
44,Nomu,Chainsaw
44,Muscular,Direct
44,Twice,Direct
44,Dabi,Direct
44,Yuga Aoyama,Direct
44,Yosetsu Awase,Direct
44,Momo Yaoyorozu,Direct
44,Toru Hagakure,Direct
44,Kyoka Jiro,Direct
44,Tomura Shigaraki,Mentioned
44,Tiger,Direct
44,Mandalay,Direct
44,Tenya Ida,Mentioned
44,Kurogiri,Direct
45,Eijiro Kirishima,Direct
45,Vlad King,Direct
45,Mina Ashido,Direct
45,Mashirao Ojiro,Direct
45,Tenya Ida,Direct
45,Denki Kaminari,Direct
45,Minoru Mineta,Direct
45,Hanta Sero,Direct
45,Koji Koda,Direct
45,Rikido Sato,Direct
45,Neito Monoma,Direct
45,Dabi,Direct
45,Eraser Head,Direct
45,Kota Izumi,Direct
45,Mr. Compress,Direct
45,Shoto Todoroki,Direct
45,Mezo Shoji,Direct
45,Twice,Direct
45,Himiko Toga,Direct
45,Izuku Midoriya,Direct
45,Nomu,Chainsaw
45,Kurogiri,Direct
45,Fumikage Tokoyami,Direct
45,Katsuki Bakugo,Direct
45,Yuga Aoyama,Direct
45,Yui Kodai,Direct
45,Ibara Shiozaki,Direct
45,Juzo Honenuki,Direct
45,Kosei Tsuburaba,Direct
45,Yosetsu Awase,Direct
45,Momo Yaoyorozu,Direct
45,Tetsutetsu Tetsutetsu,Direct
45,Itsuka Kendo,Direct
45,Mustard,Direct
45,Toru Hagakure,Direct
45,Kyoka Jiro,Direct
45,Sen Kaibara,Direct
45,Kojiro Bondo,Direct
45,Tiger,Direct
45,Mandalay,Direct
45,Ochaco Uraraka,Direct
45,Tsuyu Asui,Direct
45,Pixie-Bob,Pictured
45,Ragdoll,Pictured
45,Muscular,Direct
45,Moonfish,Direct
45,Tomura Shigaraki,Direct
45,Nezu,Direct
45,Snipe,Direct
45,Present Mic,Direct
45,Midnight,Direct
45,All Might,Direct
45,Naomasa Tsukauchi,Direct
45,Sansa Tamakawa,Direct
45,Water Hose,Mentioned
45,Daikaku Miyagi,Screen
45,Magne,Direct
45,Recovery Girl,Mentioned
45,Inko Midoriya,Flashback
45,Manual,Flashback
45,Kenji Tsuragamae,Flashback
46,Mina Ashido,Direct
46,Fumikage Tokoyami,Direct
46,Eijiro Kirishima,Direct
46,Mezo Shoji,Direct
46,Shoto Todoroki,Direct
46,Rikido Sato,Direct
46,Denki Kaminari,Direct
46,Minoru Mineta,Direct
46,Tsuyu Asui,Direct
46,Koji Koda,Direct
46,Tenya Ida,Direct
46,Izuku Midoriya,Direct
46,Ochaco Uraraka,Direct
46,Yuga Aoyama,Direct
46,Mashirao Ojiro,Direct
46,Hanta Sero,Direct
46,Kyoka Jiro,Mentioned
46,Toru Hagakure,Mentioned
46,Recovery Girl,Mentioned
46,Muscular,Flashback
46,Inko Midoriya,Voice
46,Endeavor,Direct
46,Naomasa Tsukauchi,Direct
46,Best Jeanist,Direct
46,Edgeshot,Direct
46,Gang Orca,Direct
46,Gran Torino,Direct
46,Mandalay,Direct
46,Kota Izumi,Direct
46,Tiger,Direct
46,Kamui Woods,Direct
46,Mt. Lady,Direct
46,Momo Yaoyorozu,Direct
46,Ingenium,Flashback
46,All Might,Direct
46,Katsuki Bakugo,Direct
46,Tomura Shigaraki,Direct
46,Himiko Toga,Direct
46,Kurogiri,Direct
46,Twice,Direct
46,Magne,Direct
46,Nezu,Screen
46,Eraser Head,Screen
46,Vlad King,Screen
46,Mr. Compress,Direct
46,Spinner,Direct
46,Dabi,Direct
46,Stain,Mentioned
47,Nezu,Direct
47,Eraser Head,Direct
47,Vlad King,Direct
47,Mustard,Mentioned
47,Itsuka Kendo,Mentioned
47,Tetsutetsu Tetsutetsu,Mentioned
47,Katsuki Bakugo,Direct
47,Sludge Villain,Flashback
47,Shoto Todoroki,Direct
47,Fumikage Tokoyami,Flashback
47,Tomura Shigaraki,Direct
47,Dabi,Direct
47,Magne,Direct
47,Twice,Direct
47,Kurogiri,Direct
47,Himiko Toga,Direct
47,Spinner,Direct
47,Mr. Compress,Direct
47,Best Jeanist,Direct
47,All For One,Direct
47,Momo Yaoyorozu,Direct
47,Eijiro Kirishima,Direct
47,Izuku Midoriya,Direct
47,Tenya Ida,Direct
47,Kyoka Jiro,Mentioned
47,Toru Hagakure,Mentioned
47,Mezo Shoji,Mentioned
47,Endeavor,Direct
47,X-Less,Direct
47,Naomasa Tsukauchi,Direct
47,Gran Torino,Direct
47,All Might,Direct
47,Kamui Woods,Direct
47,Edgeshot,Direct
47,Gang Orca,Direct
47,Tiger,Direct
47,Mt. Lady,Direct
47,Nomus,Direct
47,Ragdoll,Direct
47,Stain,Mentioned
47,Nomu,Chainsaw
48,Himiko Toga,Direct
48,Kamui Woods,Direct
48,Gran Torino,Direct
48,Spinner,Direct
48,Mr. Compress,Direct
48,Twice,Direct
48,Magne,Direct
48,All Might,Direct
48,Kurogiri,Direct
48,Dabi,Direct
48,Tomura Shigaraki,Direct
48,Nomus,Direct
48,Edgeshot,Direct
48,Endeavor,Direct
48,Naomasa Tsukauchi,Direct
48,Best Jeanist,Direct
48,Mt. Lady,Direct
48,Gang Orca,Direct
48,Tiger,Direct
48,Ragdoll,Direct
48,All For One,Direct
48,Nomu (Chainsaw) (Flashback),Direct
48,Shoto Todoroki,Direct
48,Eijiro Kirishima,Direct
48,Izuku Midoriya,Direct
48,Tenya Ida,Direct
48,Momo Yaoyorozu,Direct
48,Katsuki Bakugo,Direct
48,Kenji Tsuragamae,Flashback
48,Mezo Shoji,Flashback
48,Tsuyu Asui,Flashback
48,Yuga Aoyama,Flashback
48,Rikido Sato,Flashback
48,Vlad King,Flashback
48,Eraser Head,Flashback
48,Nezu,Flashback
48,Ochaco Uraraka,Flashback
48,Mashirao Ojiro,Flashback
48,Mina Ashido,Flashback
48,Denki Kaminari,Flashback
48,Hanta Sero,Flashback
48,Present Mic,Voice commentary
48,Nana Shimura,Flashback
49,All Might,Direct
49,Nana Shimura,Flashback
49,Shoto Todoroki,Direct
49,Momo Yaoyorozu,Direct
49,Izuku Midoriya,Direct
49,Tenya Ida,Direct
49,Eijiro Kirishima,Direct
49,Katsuki Bakugo,Direct
49,All For One,Direct
49,Gran Torino,Direct
49,Nezu,Direct
49,Eraser Head,Direct
49,Vlad King,Direct
49,Ochaco Uraraka,Direct
49,Fumikage Tokoyami,Direct
49,Minoru Mineta,Direct
49,Tsuyu Asui,Direct
49,Yuga Aoyama,Direct
49,Yuga’s Mother,Direct
49,Moko Tamashi,Direct
49,Tomura Shigaraki,Flashback
49,Nomu (U.S.J.) (Flashback),Direct
49,Endeavor,Direct
49,Edgeshot,Direct
49,Nomus,Flashback
49,Naomasa Tsukauchi,Flashback
49,Rei Todoroki,Flashback
49,Kamui Woods,Direct
49,Best Jeanist,Direct
49,Gang Orca,Direct
49,Mt. Lady,Direct
49,Tiger,Direct
49,Ragdoll,Direct
49,Uwabami,Direct
50,All Might,Direct
50,Tomura Shigaraki,Direct
50,Naomasa Tsukauchi,Direct
50,Gran Torino,Direct
50,Nana Shimura,Flashback
50,Kotaro Shimura,Shadowed
50,Izuku Midoriya,Direct
50,Eijiro Kirishima,Direct
50,Tenya Ida,Direct
50,Shoto Todoroki,Direct
50,Momo Yaoyorozu,Direct
50,Katsuki Bakugo,Direct
50,Fuyumi Todoroki,Direct
50,Rei Todoroki,Mentioned
50,Endeavor,Direct
50,Inko Midoriya,Direct
50,Vlad King,Direct
50,Eraser Head,Direct
50,Nezu,Direct
50,Kyotoku Jiro,Direct
50,Mika Jiro,Direct
50,Kyoka Jiro,Direct
50,Mitsuki Bakugo,Direct
50,Masaru Bakugo,Direct
50,Kota Izumi,Flashback
50,All For One,Direct
50,Mr. Compress,Direct
50,Dabi,Direct
50,Spinner,Direct
50,Magne,Direct
50,Twice,Direct
50,Kurogiri,Direct
50,Himiko Toga,Direct
